,A,B,K,d,r,s,D,j,j_deg,gmm
113,-150752/3*theta_K^2 - 194960*theta_K - 507584/3,8252476928/27*theta_K^2 + 32497407104/27*theta_K + 28415064448/27,x^3 - x^2 - 16*x - 17,3,3,0,3873,x^3 + 79388229*x^2 - 10776164369230380*x - 174685316122837729,3,True
114,-2854/3*theta_K^2 - 9298/3*theta_K - 584,-2252992/27*theta_K^2 - 2446672/9*theta_K - 461032/9,x^3 - 10*x - 2,3,3,0,3892,x^3 + 1136*x^2 - 23808*x - 5451776,3,True
115,266118976/3*theta_K^2 - 17813088*theta_K - 2650458704/3,27289832586368/27*theta_K^2 - 1826688211712/9*theta_K - 271797875421056/27,x^3 - 10*x - 2,3,3,0,3892,x^3 + 19319010416*x^2 + 47996324082432*x + 9397136876621824,3,True
116,-1120/3*theta_K^2 + 2800/3*theta_K + 10976/3,66176/9*theta_K^2 - 174464/9*theta_K - 222592/3,x^3 - 21*x - 35,3,3,0,3969,21609,1,True
117,-26470/3*theta_K^2 + 66175/3*theta_K + 259406/3,-7926886/9*theta_K^2 + 20898154/9*theta_K + 26663162/3,x^3 - 21*x - 35,3,3,0,3969,1168429123449,1,True
118,-8407282440388576089266924870448,8999810146940301463531620009613205903821017984,x^3 - 21*x - 28,3,3,0,3969,21609,1,False
119,265/6*theta_K^2 - 431/6*theta_K - 2434/3,3017/9*theta_K^2 - 5359/9*theta_K - 17356/3,x^3 - 21*x - 28,3,3,0,3969,x^3 - 434956689*x^2 + 1584639795303*x - 33983888352471,3,False
120,67870213884779830995109726281984729984*theta_K^2 - 101210752750434553258016997799680432768*theta_K - 1274346843586974272806580577132820011312,-814648463676937203283000795539602777141738852637336893952*theta_K^2 + 1214846325032389148560877067406727064235670123877510852096*theta_K + 15295975421116531613476770451675640650745753357591395564416,x^3 - 21*x - 28,3,3,0,3969,x^3 - 434956689*x^2 + 1584639795303*x - 33983888352471,3,False
121,-42991427/6*theta_K^2 + 156970519/6*theta_K + 164844194/3,289562767973/9*theta_K^2 - 1057253075953/9*theta_K - 740190076244/3,x^3 - 21*x - 28,3,3,0,3969,x^3 - 434956689*x^2 + 1584639795303*x - 33983888352471,3,False
122,-212971/3*theta_K^2 + 765476/3*theta_K + 1614215/3,-283151398/9*theta_K^2 + 1031513096/9*theta_K + 240878798,x^3 - 21*x - 28,3,3,0,3969,x^3 - 1365226614785175946125489*x^2 + 2031457253028210960758904663*x + 1595170317687444263931231422375925849,3,False
123,3761089232717027580111008726589533496508712855046797487961362877734950185795020522583418257241907599464756992*theta_K^2 - 5608732550321017277602721177523574465063255079622799114648620869245875874990223998325775290901536783859389952*theta_K - 70618839195355997385573302867776582560056095567911982312910416937175179777721731582067989882771650573946693424,10627202218102287686648419350075924745093689925988497853651640056026789257368302770879269067760813392923133706609017576696791753567251075623646163565996694770797568*theta_K^2 - 15847838567886091133249855405340676234786055260839948914923313219388945856103757536573619145305117298549940580537668847226051988203190810961163905247709886809634816*theta_K - 199538122629051650004046986932655779083508891518229050677799078734774856981949479554264031431928253924971862284528746693323690602396865782685526557367657587327515776,x^3 - 21*x - 28,3,3,0,3969,x^3 - 1365226614785175946125489*x^2 + 2031457253028210960758904663*x + 1595170317687444263931231422375925849,3,False
124,-2696129970571563400838069665680665126561711327204895180447305813644732502512323812859420997181234776063488*theta_K^2 - 13864733411833192306811201504454570012344538450576262569117696128892052109037244167282678340405770251530752*theta_K - 14680071002034993185709901813371079552090318910519292326336037285948168024408255561396916128767005605908784,-411549874389697578104215684293166602630950920407615077614219945629627095493133158555603061626181920143628038800623098637286598694711017529695242855545072420864*theta_K^2 - 2116377680738050402621164086608330355030468449795731842060721238136705190261315795305141359139871179872095187694066204348167156951919631980210584008786442328064*theta_K - 2240834619570867441966503267664345671034539862313357538025117468927675610407649513345281456540841948561055326195013894992095417395045545162517486464538794722432,x^3 - 21*x - 28,3,3,0,3969,x^3 - 1365226614785175946125489*x^2 + 2031457253028210960758904663*x + 1595170317687444263931231422375925849,3,False
125,-15856792345360083015335443815373597145440727049870153366013374994117015127764395448368,-24303628697601148814915374946555362202833704059941903844216436573053204335144092439770819577908121646532903599992322024081010816,x^3 - 21*x - 28,3,3,0,3969,1168429123449,1,False
126,-130192/3*theta_K^2 - 139360*theta_K - 40592/3,2162525056/27*theta_K^2 + 6944169088/27*theta_K + 673444096/27,x^3 - 10*x - 1,3,3,0,3973,x^3 + 1564032*x^2 + 26005077723*x + 1840968073216,3,True
127,-5104/3*theta_K^2 + 15856/3*theta_K + 544,3180928/27*theta_K^2 - 3297920/9*theta_K - 340736/9,x^3 - 10*x - 1,3,3,0,3973,x^3 + 1564032*x^2 + 26005077723*x + 1840968073216,3,True
128,-1024/3*theta_K^2 - 2816/3*theta_K - 3328/3,-1765376/27*theta_K^2 - 4828160/27*theta_K - 5672960/27,x^3 - x^2 - 7*x - 12,3,1,1,-4027,x^3 + 737*x^2 + 290816*x + 16777216,3,False
129,169698409821234*theta_K^2 + 1123771628601496/3*theta_K + 5535173433454400/3,-28363128591717728233432/9*theta_K^2 - 62608481409902604139360/9*theta_K - 925140288797700035327744/27,x^3 + 6*x - 24,3,1,1,-4104,x^3 - 954*x^2 - 84741*x - 2097152,3,True
130,-1416244661/6*theta_K^2 - 1563102026/3*theta_K - 7699109488/3,57041558663227/9*theta_K^2 + 125912956097564/9*theta_K + 1860564989666848/27,x^3 + 6*x - 24,3,1,1,-4104,x^3 + 2950619006514*x^2 - 37145135080229085*x + 146305867217642979328,3,True
131,theta_K,-2,x^3 - 37,3,1,1,-4107,999,1,True
132,-11504*theta_K,-2888832,x^3 - 37,3,1,1,-4107,-371323264041,1,True
133,-10069060343933435904*theta_K^2 - 38499348373863137280*theta_K - 26357246194413993984,60113757028702652480033390592*theta_K^2 + 229818277541367245138143739904*theta_K + 157241257214488528873152577536,x^3 - 12*x - 10,3,3,0,4212,6912,1,False
134,-296148833645101056,-53720962492138205969645568,x^3 - 12*x - 10,3,3,0,4212,6912,1,False
135,-3320944330844807636258786377728*theta_K^2 - 13684390210257961510858917937152*theta_K - 11588929138007014863397142396928,-14183760318673819740470618722697926698841669632*theta_K^2 - 53683180325236741142244561972913189599313920000*theta_K - 35512014447998293426715636832036714418393841664,x^3 - 12*x - 10,3,3,0,4212,x^3 - 2524416*x^2 + 136897560576*x - 1665186452733952,3,False
136,4074880908686933385254944112640*theta_K^2 - 3601152473961817598494230183936*theta_K - 45893733362741600361874002542592,9920263302231474788854151435283764023734042624*theta_K^2 - 8864036350449591491496320250650515135027740672*theta_K - 111091487971808529000310918742681285910476095488,x^3 - 12*x - 10,3,3,0,4212,x^3 - 2524416*x^2 + 136897560576*x - 1665186452733952,3,False
137,-448/3*theta_K^2 - 1792/3*theta_K - 1792/3,-37888/9*theta_K^2 - 151552/9*theta_K - 37888/3,x^3 - 12*x - 10,3,3,0,4212,790272,1,True
138,-448/3*theta_K^2 + 3584/3*theta_K - 7168/3,75776/9*theta_K^2 - 378880/9*theta_K + 37888,x^3 - 12*x - 10,3,3,0,4212,790272,1,True
139,-658986287384*theta_K^2 + 10916823460064/3*theta_K - 11803969804120/3,-24215109110488994368/27*theta_K^2 + 14857391757221073152/3*theta_K - 144582885096474468544/27,x^3 - x^2 - 19*x + 27,3,3,0,4364,x^3 - 4486*x^2 + 4817565*x - 89915392,3,True
140,-52608*theta_K^2 + 191296*theta_K + 179600,-16462080*theta_K^2 + 59860224*theta_K + 56200576,x^3 - x^2 - 13*x - 9,3,3,0,4628,x^3 - 42363*x^2 + 71018451*x - 997002999,3,True
141,168*theta_K^2 - 896/3*theta_K - 8824/3,87872/27*theta_K^2 - 152576/27*theta_K - 1556288/27,x^3 - x^2 - 19*x - 13,3,3,0,4684,x^3 - 200310*x^2 + 274321517*x + 4220112896,3,True
142,2088*theta_K^2 - 6400*theta_K - 67960/3,22592*theta_K^2 + 125440/3*theta_K - 22107328/27,x^3 - x^2 - 19*x - 13,3,3,0,4684,x^3 - 200310*x^2 + 274321517*x + 4220112896,3,True
143,3699993488/3*theta_K^2 - 4361124224/3*theta_K - 62120624800/3,1830977788486400/27*theta_K^2 - 2158144775761280/27*theta_K - 30740995812381184/27,x^3 - x^2 - 17*x - 3,3,3,0,4692,x^3 - 62683231*x^2 + 124442050329*x - 32918758613649,3,True
144,2843/3*theta_K^2 - 2878/3*theta_K - 49969/3,-432880/9*theta_K^2 + 490496/9*theta_K + 22083320/27,x^3 - x^2 - 17*x - 3,3,3,0,4692,x^3 + 2838675049*x^2 - 346058013307711*x + 115694228714203511,3,True
145,-9607120587619662330593280*theta_K^2 - 10459273454612135867842560*theta_K - 88243985999601077691875328,38951648436465405432430977101800144896*theta_K^2 + 42406656501799711414016208145565614080*theta_K + 357781310938416318774648850671263023104,x^3 + 8*x - 10,3,1,1,-4748,x^3 - 3342592*x^2 - 387776512*x - 115074924544,3,False
146,-1141505767696/3*theta_K^2 + 1393245999616*theta_K + 857758932528,-9316257330841411328/27*theta_K^2 + 3790267973207992832/3*theta_K + 7000492830964352768/9,x^3 - x^2 - 12*x - 6,3,3,0,4764,x^3 - 66256768*x^2 - 140934995767296*x - 480711127597056,3,True
147,5783/3*theta_K^2 + 24400/3*theta_K + 23264/3,-1931462/27*theta_K^2 - 2716580/9*theta_K - 7771022/27,x^3 - x^2 - 18*x - 21,3,3,0,4857,x^3 + 858*x^2 - 2782743*x - 1723683599,3,True
148,5153*theta_K^2 + 21743*theta_K + 62198/3,8442082/27*theta_K^2 + 11873704/9*theta_K + 33965848/27,x^3 - x^2 - 18*x - 21,3,3,0,4857,x^3 + 858*x^2 - 2782743*x - 1723683599,3,True
149,342496/3*theta_K^2 - 346688/3*theta_K - 6437632/3,-67882496*theta_K^2 + 353272832/9*theta_K + 31380798464/27,x^3 - 18*x - 12,3,3,0,4860,x^3 + 223872*x^2 - 2387374080*x + 3445687844864,3,True
150,-96*theta_K^2 - 64/3*theta_K + 2816/3,8704/9*theta_K^2 + 13312/9*theta_K - 320512/27,x^3 - 18*x - 12,3,3,0,4860,x^3 - 3710506368*x^2 - 29979743107706880*x + 21661268685256392704,3,True
151,-577674571268875068320514048*theta_K^2 + 5431947042564328208191193088*theta_K - 3639559623871831942260326400,51983805477972851021794082730490019708928*theta_K^2 - 296897158228681902741093060514849524547584*theta_K + 188164842611318782916340081050449656938496,x^3 + 16*x - 12,3,1,1,-5068,x^3 - 6281472*x^2 + 10182918144*x - 12642823438336,3,False
152,-58324/3*theta_K^2 - 205316/3*theta_K + 64016/3,172166944/27*theta_K^2 + 605654368/27*theta_K - 21173920/3,x^3 - x^2 - 17*x + 5,3,3,0,5204,x^3 - 165551*x^2 - 5692504759*x - 700463661841,3,True
153,-45072*theta_K^2 + 91152*theta_K + 958336,-50337664*theta_K^2 - 96052864*theta_K + 336357376,x^3 - x^2 - 11*x + 24,3,1,1,-5259,x^3 - 5184*x^2 + 23306859*x - 5159780352,3,True
154,-120846286848*theta_K^2 - 306431655936*theta_K - 752052338688,-13472910828109824*theta_K^2 - 32777380074356736*theta_K - 78896190216732672,x^3 - 14,3,1,1,-5292,1792,1,False
155,-2305603332631058554057802077014993830282997386390274048*theta_K^2 - 5846351307743041333503712409573734355360457658346766336*theta_K - 14348263596820069751591857568566524104529010520660901888,-5941094348175344421923744503841943293003711976476735723843708782456414832997433344*theta_K^2 - 14453707145560912548859259016809503832232911226353849596813798978214859966844502016*theta_K - 34790530106622668454675153664576155873668694530447291113048032887392587664412639232,x^3 - 14,3,1,1,-5292,406749952,1,False
156,-6884*theta_K^2 + 26500*theta_K + 107408/3,3289856/3*theta_K^2 - 12656992/3*theta_K - 153920608/27,x^3 - 20*x - 20,3,3,0,5300,x^3 + 90139*x^2 - 161909453*x + 7916293657,3,True
157,-2548/3*theta_K^2 + 3268*theta_K + 4416,-1282720/27*theta_K^2 + 1644992/9*theta_K + 6668192/27,x^3 - 20*x - 20,3,3,0,5300,x^3 + 90139*x^2 - 161909453*x + 7916293657,3,True
158,87456*theta_K^2 + 630256/3*theta_K - 1003360/3,-3441171968/27*theta_K^2 - 8270956672/27*theta_K + 13143700096/27,x^3 - x^2 - 12*x + 13,3,3,0,5353,x^3 - 112366*x^2 - 458646163*x + 72772859375,3,True
159,1514800/3*theta_K^2 + 1213616*theta_K - 5785904/3,47780537728/27*theta_K^2 + 114841443200/27*theta_K - 182501387776/27,x^3 - x^2 - 12*x + 13,3,3,0,5353,x^3 - 112366*x^2 - 458646163*x + 72772859375,3,True
160,-19639760/3*theta_K^2 - 15734864*theta_K + 75015376/3,632486339968/27*theta_K^2 + 1520193107840/27*theta_K - 2415829542400/27,x^3 - x^2 - 12*x + 13,3,3,0,5353,x^3 - 13376751838*x^2 + 307166250873599003*x - 3084023207026342842625,3,True
161,-113457152/3*theta_K^2 - 90898816*theta_K + 433358192/3,-2927336995840/9*theta_K^2 - 21107732640256/27*theta_K + 33543557057152/27,x^3 - x^2 - 12*x + 13,3,3,0,5353,x^3 - 13376751838*x^2 + 307166250873599003*x - 3084023207026342842625,3,True
162,1733324352831074/3*theta_K^2 + 132136043095244*theta_K - 10815365585261194,-601988280776505063128360/27*theta_K^2 - 137673625738185777138032/27*theta_K + 11268618001022143115508664/27,x^3 - x^2 - 19*x + 23,3,3,0,5368,x^3 - 7936630*x^2 + 35909543323*x + 33386248000000000,3,True
163,612179/2*theta_K^2 - 7053637/6*theta_K - 5738092/3,-4500307726/9*theta_K^2 + 17284452764/9*theta_K + 84364800736/27,x^3 - 21*x - 24,3,3,0,5373,x^3 + 1461*x^2 - 85581*x - 425259008,3,True
164,theta_K^2 - 16*theta_K - 64/3,58/3*theta_K^2 + 8/3*theta_K - 704/27,x^3 - 21*x - 24,3,3,0,5373,x^3 + 1461*x^2 - 85581*x - 425259008,3,True
165,106880/3*theta_K^2 - 55552/3*theta_K - 2468368/3,-119642624/9*theta_K^2 + 105536512/9*theta_K + 7629645952/27,x^3 - 21*x - 24,3,3,0,5373,x^3 + 220163364*x^2 + 142215740287716*x + 156083247173357713,3,True
166,-13447736*theta_K^2 + 51649080*theta_K + 252097328/3,-274958493440/3*theta_K^2 + 352013490432*theta_K + 15463488224896/27,x^3 - 21*x - 24,3,3,0,5373,x^3 + 220163364*x^2 + 142215740287716*x + 156083247173357713,3,True
167,12560076413138925803424416830096*theta_K^2 + 65403320999288164310860499016032*theta_K + 66787260312536035673929354948944,82396042627800808628796116203689198980778131968*theta_K^2 - 240970596318702608407830086476348659507809139584*theta_K - 2075846671440712605047038142058626822594964147968,x^3 - x^2 - 6*x + 45,3,1,1,-5415,x^3 - 33546*x^2 + 367952457*x - 639835421113,3,False
168,-3664026808427102968793397448670476211694421210901344*theta_K^2 + 17462833635348085841374248219977535191840917583218192*theta_K - 43781260797175181007370552684137647671545955546424496,566774994177602211864277847072534098777586175397831891429111271074416845450880*theta_K^2 - 2701262285864003238810883377552327697603969741604539530691176545424504549665920*theta_K + 6772364158563354144074268798784007702489918511331468641246499192520868059139712,x^3 - x^2 - 6*x + 45,3,1,1,-5415,x^3 - 1731872886*x^2 + 13575165497997*x - 33628519075311433,3,False
169,1501776506014596834768,-19135380060594490874627393935488,x^3 - x^2 - 12*x + 26,3,1,1,-5476,999,1,False
170,13515988554131371512912*theta_K^2 + 15017765060145968347680*theta_K - 141166991565372102468192,-325301461030106344868665696903296*theta_K^2 + 727144442302590653235840969548544*theta_K + 7615881264116607368101702786324224,x^3 - x^2 - 12*x + 26,3,1,1,-5476,999,1,False
171,1782716364478552899653505939628800*theta_K^2 + 4461725797895249872635057412914432*theta_K - 9343460562402833931408731126912304,56912225679719651553956442121939408874519662795776*theta_K^2 - 29690209180609007929566716813264388077429633965056*theta_K - 961535458450521651563316017653563240854745874527360,x^3 - x^2 - 12*x + 26,3,1,1,-5476,x^3 + 326511*x^2 + 50965627113*x - 148885427159001,3,False
172,59511285126176487885953206710913872*theta_K^2 - 41666742640366158495117543126093792*theta_K - 1046420427894027213073014642868847712,-27958736922005803994156106303248995852926385054790784*theta_K^2 + 2801163380432532119296180899982744680585046240992000*theta_K + 426888260142263728575528481256159946635900492160937728,x^3 - x^2 - 12*x + 26,3,1,1,-5476,x^3 + 326511*x^2 + 50965627113*x - 148885427159001,3,False
173,-15630341*theta_K^2 + 75927838*theta_K - 105344285,-151106902770*theta_K^2 + 734035149036*theta_K - 1018419850818,x^3 - x^2 - 12*x + 26,3,1,1,-5476,-371323264041,1,False
174,-21270896*theta_K^2 + 103328928*theta_K - 143362848,-239891498112*theta_K^2 + 1165325940480*theta_K - 1616804160768,x^3 - x^2 - 12*x + 26,3,1,1,-5476,-371323264041,1,False
175,11973*theta_K^2 + 74658*theta_K + 109802,-14062514*theta_K^2 - 15291988*theta_K + 150286204,x^3 - x^2 - 12*x + 26,3,1,1,-5476,x^3 - 137880966970591220704689*x^2 + 205166862889973876811016953*x - 51198432836202173699521097744742921,3,False
176,2801829*theta_K^2 + 2071394*theta_K - 33706022,5899437726*theta_K^2 + 7015154636*theta_K - 60732983140,x^3 - x^2 - 12*x + 26,3,1,1,-5476,x^3 - 137880966970591220704689*x^2 + 205166862889973876811016953*x - 51198432836202173699521097744742921,3,False
177,-48*theta_K^2 - 448*theta_K - 3136/3,102784/27*theta_K^2 + 232064/9*theta_K + 1007872/27,x^3 - x^2 - 15*x + 54,3,1,1,-5579,x^3 + 755*x^2 + 195011*x + 16777216,3,True
178,625/3*theta_K^2 - 3547/3*theta_K + 7214/3,702862/27*theta_K^2 - 1329950/9*theta_K + 8115892/27,x^3 - x^2 - 15*x + 54,3,1,1,-5579,x^3 - 4592215*x^2 + 5795975163131*x - 1060708686331904,3,True
179,-13605036672*theta_K^2 - 114886147840/3*theta_K + 10699163440/3,9480441397548544/3*theta_K^2 + 240169450089479680/27*theta_K - 22366597262763392/27,x^3 - x^2 - 11*x + 1,3,3,0,5620,x^3 + 39408*x^2 + 360735488*x - 23491948544,3,True
180,-112000/3*theta_K^2 - 105088*theta_K + 29360/3,-387857920/27*theta_K^2 - 1091740672/27*theta_K + 3765632,x^3 - x^2 - 11*x + 1,3,3,0,5620,x^3 + 39408*x^2 + 360735488*x - 23491948544,3,True
181,-29864960*theta_K^2 + 349870720/3*theta_K - 10280432,-7825812972544/27*theta_K^2 + 30560035813376/27*theta_K - 2693883538816/27,x^3 - x^2 - 11*x + 1,3,3,0,5620,x^3 + 850979498885584369648*x^2 + 25456424717087492751381248*x - 1069195205282628621753626624,3,True
182,473600/3*theta_K^2 + 444672*theta_K - 124240/3,20685406208/27*theta_K^2 + 58225269248/27*theta_K - 200830592,x^3 - x^2 - 11*x + 1,3,3,0,5620,x^3 + 850979498885584369648*x^2 + 25456424717087492751381248*x - 1069195205282628621753626624,3,True
183,-80*theta_K + 608/3,-256*theta_K^2 + 640/3*theta_K + 29824/27,x^3 - x^2 + 2*x - 15,3,1,1,-5623,x^3 + 7639*x^2 + 21226743*x + 30664297,3,True
184,-808196228775936*theta_K^2 - 3367319201906688*theta_K - 2715545543639040,-10313048137330493227008*theta_K^2 - 42969778372563129335808*theta_K - 34652850871423111004160,x^3 - 14*x - 14,3,3,0,5684,1792,1,False
185,-1614432869566950814651514880*theta_K^2 - 6747138714428874082272411648*theta_K - 5487893001452339535342993408,124815744637018104250467927719383828267008*theta_K^2 + 520100979644977924138820984105557183954944*theta_K + 419548470058326504718566335852490818322432,x^3 - 14*x - 14,3,3,0,5684,x^3 - 587008*x^2 + 76343869440*x - 364361520513024,3,False
186,-28/3*theta_K^2 - 152/3*theta_K - 160/3,230432/27*theta_K^2 + 959872/27*theta_K + 774304/27,x^3 - 14*x - 14,3,3,0,5684,x^3 + 6939509520112*x^2 - 4290404627682560*x - 807058506788864,3,False
187,-274067175170881087108544364281856*theta_K^2 - 1146474120377598384156158623481856*theta_K - 935363215620081584614302161043456,-10816010655740183626060927234518709230829068877824*theta_K^2 - 45071016650508219334785997075650344771966340169728*theta_K - 36360237764959910009189697601516322736155551334400,x^3 - 14*x - 14,3,3,0,5684,x^3 - 2644224*x^2 + 1514120347648*x - 17336976587882496,3,False
188,-12544042160094203075804686188215383351256506368*theta_K^2 - 52265317346685128346023318378110678234684366848*theta_K - 42149211443190734599298930276368256652569640960,3337160010331075928794286062399450261882889286280200689527984383590400*theta_K^2 + 13904427675774514167544186816110221936216389228726983558319912016412672*theta_K + 11213184801225982454156949113021351325313152257058467960692678330417152,x^3 - 14*x - 14,3,3,0,5684,x^3 + 16883056*x^2 + 3610185865984*x + 60539205109436416,3,False
189,-15419422202267609937322604651382579363144595217120111886336*theta_K^2 - 64244442890610048382069446371375777459030754190975605669888*theta_K - 51809377173504847558129588887037998859848540197960590295040,-4547702629584642990509516884798078176843785793984090791906900367303714028274691864526848*theta_K^2 - 18948207309362664550365192867875014397943780427141472830398269770591589443552703202459648*theta_K - 15280725827327261010963369136787603526710254316929717435082713665045794987092464327720960,x^3 - 14*x - 14,3,3,0,5684,406749952,1,False
190,-95104/3*theta_K^2 + 82304*theta_K - 774544/3,-883215872/27*theta_K^2 + 2293032448/27*theta_K - 266410112,x^3 - x^2 + 4*x + 13,3,1,1,-5687,-121,1,True
191,-1048*theta_K^2 + 5240/3*theta_K + 16375/3,-278488/9*theta_K^2 - 3620344/27*theta_K - 3650182/27,x^3 - x^2 + 4*x + 13,3,1,1,-5687,-24729001,1,True
192,-3274796507807440582334084992*theta_K^2 + 13968451841270597375403927552*theta_K - 46720762331317787459366010416,-402698360137534223889670333340212270305792*theta_K^2 + 1648496321736850961963881070671871580879872*theta_K - 5626511929341889127989120124453916218639488,x^3 - x^2 + 2*x + 43,3,1,1,-5703,x^3 - 9357*x^2 - 1930818*x - 454756609,3,False
193,-499354036614627867842776386353038689307501324091619680*theta_K^2 + 2011568480924018577147210804272871432228944992722094704*theta_K - 7090423948930225739477329180647601561949039693051287120,810024377258630525718396803589184475239182017416943527217699508678302214928368256*theta_K^2 - 3263054640223528069480990112767092501240399007147747918491758309507882701185423232*theta_K + 11501691834526211160055728844277010271456869516466494595771758611399067853979321728,x^3 - x^2 + 2*x + 43,3,1,1,-5703,x^3 - 2747541417*x^2 - 43784357392938*x - 3078296612832084769,3,False
